Title,Movie ID,Release Date,Rating,Genre,Synopsis,Language,Movie Link,TV Rating,Appropriateness
I thought tomorrow we'd go for a walk,1462433,2025-04-09,0,Drama,"A depressed woman stays indoors for days without end. Her avoidant partner, unsure of what to do, goes about his daily routine.",en,https://www.themoviedb.org/movie/1462433,N/A,Everyone
Touch of Water,1462394,2025-04-09,0,,"A young woman navigates between two intertwining realities: a turbulent relationship with another person and an immersive swim in a lake.  As events and emotions flow and collide, these realms transform into an inseparable whole, reflecting the protagonist's inner state with all its best and worst.",en,https://www.themoviedb.org/movie/1462394,N/A,Everyone
The Men's Land,1462353,2025-04-09,0,Documentary,"In Georgia, Ushguli mountain customs dictate that in the absence of a son, the family land must be bequeathed to a male relative who can carry on the family name. The Men's Land follows an aspiring singer as she struggles to maintain her property in the face of outdated local traditions and rules, her singing becoming a bulwark against humiliation.",ka,https://www.themoviedb.org/movie/1462353,N/A,Everyone
Warfare,1241436,2025-04-10,8.8,"War, Action",A platoon of American Navy SEALs in the home of an Iraqi family overwatches the movement of US forces through insurgent territory.,en,https://www.themoviedb.org/movie/1241436,N/A,Everyone
Jaat,1306845,2025-04-10,0,"Action, Drama","In a remote coastal village, ruthless criminal Ranatunga terrorizes the locals. A traveling stranger’s chance encounter with his men uncovers the villagers' suffering. Realizing the deep-rooted corruption, he takes matters into his own hands. Armed with truth and justice, he sets out for a final confrontation with Ranatunga.",hi,https://www.themoviedb.org/movie/1306845,N/A,Everyone
Alappuzha Gymkhana,1245571,2025-04-10,0,"Action, Drama, Comedy","A group of youngsters, after failing their plus two exams, aims to join a common college through the sports quota. They choose boxing as their sport. By luck, they manage to survive the district-level competitions. But what will happen at the higher levels?",ml,https://www.themoviedb.org/movie/1245571,N/A,Everyone
Bazooka,983219,2025-04-10,0,"Action, Thriller, Crime","A cop and a businessman team up on a mission to capture a serial killer, using a series of elaborate games to track him down.",ml,https://www.themoviedb.org/movie/983219,N/A,Everyone
Tout le monde ment 4,1455888,2025-04-10,6,"Crime, TV Movie",,fr,https://www.themoviedb.org/movie/1455888,N/A,Everyone
Blood Brothers: Dragon's Embers,1278164,2025-04-10,7,"Action, Crime, Drama, Thriller",A group of close-knit men working in an 'elite security' organization providing protection for powerful men & organized crime leaders is tested when betrayal lurks within the brotherhood.,ms,https://www.themoviedb.org/movie/1278164,N/A,Everyone
Queen of Bones,1018852,2025-04-10,7,"Mystery, Drama, Thriller, Horror",Twin siblings seek answers about their mother's death and her connection to the supernatural while living on a remote homestead with their father in 1931 Oregon.,en,https://www.themoviedb.org/movie/1018852,N/A,Everyone
Rosario,1297028,2025-04-10,0,Horror,"After her estranged grandmother unexpectedly passes away, a snowstorm locks Rosario in with the body while twisted supernatural forces begin assaulting her.",en,https://www.themoviedb.org/movie/1297028,N/A,Everyone
Maranamass,1272121,2025-04-10,0,"Comedy, Drama",,ml,https://www.themoviedb.org/movie/1272121,N/A,Everyone
The Chosen: Last Supper Part 3,1380399,2025-04-10,0,Drama,Plot TBA. The third batch of episodes from season 5.,en,https://www.themoviedb.org/movie/1380399,N/A,Everyone
Another German Tank Story,1303227,2025-04-10,0,"Drama, Comedy","A crew from the U.S. intends to film a war drama at an abandoned sugar factory on the remote outskirts of a German city, making the nearby town, which had been a pool of stagnant water, seem to come to life. The residents are excited, each making their own little plans, until a tank pulls up in front of the mayor's house and a sudden power outage disrupts all plans.",de,https://www.themoviedb.org/movie/1303227,N/A,Everyone
Jack,1241725,2025-04-10,0,"Comedy, Action, Crime, Romance",An unconventional anti-terrorist operative must defy his bosses in order to foil a devastating attack on his nation.,te,https://www.themoviedb.org/movie/1241725,N/A,Everyone
Frozen Hot Boys,1429743,2025-04-10,6,"Drama, Comedy","Driven by her personal agenda, a teacher at a juvenile detention center convinces a crew of teenage misfits to enter an snow sculpting contest in Japan.",th,https://www.themoviedb.org/movie/1429743,N/A,Everyone
Without Blood,945883,2025-04-10,10,Drama,"In a frontier landscape at the beginning of the 20th century, gunmen descend on a remote farmhouse, determined to exact revenge. Their target, a doctor — alone with his son and daughter — tries desperately to protect his children. Inevitably, bullets fly.",en,https://www.themoviedb.org/movie/945883,N/A,Everyone
She Came Back,1022988,2025-04-10,0,"Horror, Thriller, Drama","The terrifying journey of Charley who, after a near-death experience, is haunted by her relationship with her deceased mother.",en,https://www.themoviedb.org/movie/1022988,N/A,Everyone
Akaal: The Unconquered,1454405,2025-04-10,0,"Action, History, Drama","Set in 1840s Punjab, Sardar Akaal Singh and his village as they face a vengeful assault by Jangi Jahan and his forces after the death of Maharaja Ranjeet Singh. Amid broken truces and escalating tensions, the fearless Sardars must rise against overwhelming odds to protect their land. Will they prevail against this formidable foe?",pa,https://www.themoviedb.org/movie/1454405,N/A,Everyone
Pets,1446946,2025-04-10,0,Documentary,"Worldwide stories of human-animal bonds, following pet owners and rescuers with dogs, cats, pigs, goats and birds of prey. Features interviews, archives and viral clips showing people's connections with their animals.",en,https://www.themoviedb.org/movie/1446946,N/A,Everyone
California King,889962,2025-04-10,0,Comedy,"Perry, a mattress store manager, hatches a wild plan to impress the girl of his dreams, but his efforts go off the rails when his fake kidnapping of her brother gets more complicated than he expected.",en,https://www.themoviedb.org/movie/889962,N/A,Everyone
La casa degli sguardi,1180318,2025-04-10,8.75,Drama,"Twenty-year-old Marco is remarkably attuned to the suffering of people everywhere. He writes poetry but turns to drugs and drink to achieve “the forgetting”, that unconscious state that is impenetrable to his existential angst and other fears. He’s fleeing pain but above all, he’s fleeing from himself. When he goes to work for the cleaners’ cooperative at Bambin Gesù Hospital, he’s sure that this experience, the contact with sick children, will be the death of him.",it,https://www.themoviedb.org/movie/1180318,N/A,Mature
Conjuring Tapes,1206083,2025-04-10,0,Horror,"While sorting through their late friend's belongings, two women discover VHS tapes showing them in haunting, unfamiliar scenes, each one drawing them into the grasp of a mysterious, malevolent entity.",en,https://www.themoviedb.org/movie/1206083,N/A,Everyone
The Wild Years,1373458,2025-04-10,0,"Drama, Comedy, Music","The closure of the Cochran bar in Valparaíso confronts the forgotten rocker Ricky Palace with the dilemma of retreating to the south to start a new life or fighting for the hit that was stolen from him, risking becoming a ghost in his beloved port.",es,https://www.themoviedb.org/movie/1373458,N/A,Everyone
Fabula,1400244,2025-04-10,0,"Comedy, Crime, Fantasy","Small-town criminal Jos (55) has, to his great frustration, been completely sidelined. His daughter disrespects him, his wife doesn't trust him, and his friends laugh at him openly. As he scrambles to fix a drug deal that went catastrophically wrong, he desperately searches for an answer to the question: Who or what is punishing me!?",nl,https://www.themoviedb.org/movie/1400244,N/A,Everyone
Papers,1237601,2025-04-10,0,"Drama, Action, Thriller","Trapped in the middle of the world-shaking Panama Papers scandal, Ana Mendez must fight the system, the global media and her own ethical compass to try to restore her reputation and save her family.",es,https://www.themoviedb.org/movie/1237601,N/A,Everyone
Perfeitos Desconhecidos,1271064,2025-04-10,0,Comedy,,pt,https://www.themoviedb.org/movie/1271064,N/A,Everyone
Delfino's Journey,1282125,2025-04-10,0,"Crime, Drama, Thriller","On the run from a bloodthirsty Mexican drug cartel, Delfino and Salvador cross the Rio Grande on an epic adventure in search of the American dream – instead, they find themselves trapped in a Texas nightmare.",en,https://www.themoviedb.org/movie/1282125,N/A,Everyone
Meet the Khumalos,1450863,2025-04-10,0,"Romance, Comedy","Two moms — once best friends, now arch-enemies — start a neighborhood war against each other when they find out their kids are head-over-heels in love.",en,https://www.themoviedb.org/movie/1450863,N/A,Everyone
Graveyard Horror,1444376,2025-04-10,1,Horror,"4 horror tales from 4 graveyards.  Defy death in a graveyard where the djinn awaits, Escape death and flee from ghosts in a cemetery marked by violent deaths, Cheat death and bring your beloved back from the grave, A haunted doll leads the kids to the mysterious dead of the deaf kid in the graveyard.",th,https://www.themoviedb.org/movie/1444376,N/A,Everyone
A Cell Phone Movie,1443729,2025-04-10,0,Comedy,"Shot entirely on a cell phone, the film follows a fictional version of writer/director/star Will Sterling, a similarly out of work, struggling actor trying to impress Hollywood by making a movie on a cell phone.",en,https://www.themoviedb.org/movie/1443729,N/A,Everyone
Jungle Beat 2: The Past,1453180,2025-04-10,0,,"The animals from the African jungle fall through a time portal that the aliens forgot to close behind them. To return to the future, friends will need the help of dinosaurs. But the ancient lizards have their own problems. After all, their world is about to be invaded by cave aliens armed with clubs.",en,https://www.themoviedb.org/movie/1453180,N/A,Everyone
Chaplin | Spirit of the Tramp,1018694,2025-04-10,0,Documentary,"A revealing exploration of Chaplin’s Romany heritage constructed from intimate interviews, film extracts, home movies and contributions from renowned contemporary Romany artists.",en,https://www.themoviedb.org/movie/1018694,N/A,Everyone
A Morte Não Se Farta,1280623,2025-04-10,0,"Horror, Thriller, Mystery",,pt,https://www.themoviedb.org/movie/1280623,N/A,Everyone
Pinjam 100: The Movie,1458385,2025-04-10,0,Comedy,"Economic pressures make two friends Paris and Jerstang decide to migrate to Jakarta from Binjai to try their luck. The hustle and bustle of the capital makes them think that they will find work more easily than in their village, Binjai. But unfortunately, unbeknownst to them, the harshness of Jakarta is a tough challenge for both of them. Can they survive in the capital?",id,https://www.themoviedb.org/movie/1458385,N/A,Everyone
In my Parents' House,1403851,2025-04-10,0,Drama,"A therapist whose interests lie in alternative ways to help the sick and infirm is forced to balance the demands of her professional life with those of her ageing parents and older brother, in Tim Ellrich’s sensitive but uncompromising drama.",de,https://www.themoviedb.org/movie/1403851,N/A,Everyone
The Perfect Destiny,1207669,2025-04-10,0,"Romance, Drama, Family","Dazed and heartbroken, Alice pieces together the memories of life with her late husband into new memories with the unexpected love she finds in New York City.",en,https://www.themoviedb.org/movie/1207669,N/A,Everyone
Oxygen Station,1085185,2025-04-10,0,Drama,"The film is based on the biographical events of the Crimeans' leader, human rights activist, Soviet political prisoner and Nobel Peace Prize nominee, Mustafa Jemilev.  Summer of 1980. Mustafa Jemilev spends a four-year exile in Yakut village Zyryanka, where he works at an oxygen station. Every day he fills rusty tanks with oxygen and rolls them to the dock. This monotonous and exhausting work makes him resembled to the mythological Sisyphus. The events happen after 300-days hunger strike, which made him known all around the globe.",uk,https://www.themoviedb.org/movie/1085185,N/A,Everyone
